Id,model,year,price_k_rub,transmission,mileage_km,fuelType,l_100km,engineSize,Make
2194,E Class,2017,2045,Semi-Auto,41680,Diesel,4.3,2,merc
5032,A Class,2019,2587,Automatic,9830,Diesel,5.0,2,merc
2911,GLA Class,2015,1756,Semi-Auto,45935,Diesel,5.1,2.1,merc
9653,Polo,2015,914,Automatic,57096,Petrol,4.7,1.2,VW
10096,Focus,2019,2639,Manual,21424,Diesel,5.6,2,ford
10833,Focus,2020,2182,Manual,1299,Diesel,4.5,1.5,ford
9480,Mokka X,2018,1421,Manual,34297,Petrol,7.2,1.4,vauxhall
8501,GLA Class,2016,2010,Semi-Auto,33598,Diesel,5.0,2.1,merc
2567,CL Class,2017,2066,Semi-Auto,39192,Petrol,5.3,1.6,merc
10195,Tiguan,2017,1675,Manual,39228,Diesel,4.8,2,VW
868,Fabia,2019,862,Manual,9191,Petrol,4.9,1,skoda
2533,3 Series,2020,2943,Semi-Auto,23,Diesel,5.6,2,BMW
3815,Astra,2019,1187,Manual,24814,Petrol,5.5,1.4,vauxhall
2814,E Class,2017,2284,Semi-Auto,29988,Diesel,4.3,2,merc
12104,GLA Class,2019,2536,Automatic,17117,Petrol,7.8,1.6,merc
6199,Prius,2015,2002,Automatic,36125,Hybrid,4.1,1.8,toyota
12311,Focus,2016,1238,Semi-Auto,24715,Diesel,4.4,2,ford
3164,Focus,2015,879,Semi-Auto,52154,Petrol,6.3,1.6,ford
2701,Golf,2013,756,Manual,99007,Petrol,5.3,1.4,VW
9784,Focus,2019,1775,Manual,19795,Petrol,4.7,1,ford
5409,Octavia,2017,1776,Automatic,37966,Diesel,5.1,2,skoda
10376,Tiguan,2016,1369,Manual,64444,Diesel,5.3,2,VW
5527,Golf,2008,304,Manual,167371,Petrol,7.0,1.6,VW
501,Corsa,2019,1066,Manual,13209,Petrol,6.5,1.4,vauxhall
13283,Beetle,2016,1116,Manual,56882,Diesel,4.6,2,VW
3487,I10,2018,737,Manual,51491,Petrol,4.7,1,hyundi
1385,Corsa,2018,1060,Manual,9978,Petrol,6.5,1.4,vauxhall
9428,3 Series,2002,406,Automatic,137521,Petrol,8.4,2,BMW
12533,Up,2019,933,Manual,5964,Petrol,5.2,1,VW
5258,A4,2020,2943,Semi-Auto,6437,Diesel,5.2,3,Audi
2918,Octavia,2019,1928,Manual,80,Diesel,5.1,2,skoda
1431,Golf,2016,1127,Manual,76680,Petrol,5.3,1.4,VW
4533,Golf,2016,1522,Semi-Auto,68984,Diesel,4.5,2,VW
1311,Fabia,2018,1015,Manual,20041,Petrol,4.4,1,skoda
5898,Q5,2019,3649,Semi-Auto,6505,Diesel,7.4,2,Audi
1957,IX20,2017,888,Manual,22008,Diesel,4.4,1.6,hyundi
593,B-MAX,2014,609,Manual,84595,Petrol,5.1,1,ford
10326,Fiesta,2018,1086,Manual,22734,Petrol,4.3,1,ford
1525,A4,2017,1451,Manual,91991,Diesel,4.0,2,Audi
2684,Corsa,2016,608,Manual,59546,Petrol,5.2,1.4,vauxhall
11307,Tiguan,2017,2740,Semi-Auto,29591,Petrol,7.4,2,VW
1196,Corsa,2019,1014,Manual,161,Petrol,6.5,1.4,vauxhall
9914,Fiesta,2017,1035,Semi-Auto,26208,Petrol,4.9,1,ford
5791,Focus,2013,589,Manual,127138,Diesel,4.2,1.6,ford
304,Focus,2019,1675,Manual,7934,Petrol,4.7,1,ford
842,I800,2018,1795,Automatic,52373,Diesel,10.1,2.5,hyundi
1,S Class,2017,3547,Automatic,43452,Hybrid,4.6,2.1,merc
4202,I40,2015,558,Manual,163348,Diesel,4.2,1.7,hyundi
11983,Sharan,2019,2538,Manual,12965,Diesel,6.5,2,VW
12110,GLA Class,2017,1726,Automatic,42525,Diesel,4.4,2.1,merc
8904,Polo,2020,1518,Manual,1609,Petrol,5.8,1,VW
8681,Mokka X,2017,963,Manual,75290,Petrol,6.7,1.6,vauxhall
12644,A Class,2019,2334,Automatic,6474,Petrol,5.3,1.3,merc
13183,Scirocco,2015,1188,Manual,61866,Diesel,5.1,2,VW
3869,Aygo,2017,711,Manual,24433,Petrol,4.1,1,toyota
4251,Octavia,2017,1166,Manual,29496,Diesel,4.1,1.6,skoda
6255,Prius,2017,1908,Automatic,60453,Hybrid,3.3,1.8,toyota
209,Kodiaq,2019,2030,Manual,35711,Petrol,8.2,1.5,skoda
3667,A3,2016,1929,Semi-Auto,79439,Petrol,6.9,2,Audi
11630,Tiguan,2017,1858,Manual,24570,Diesel,4.8,2,VW
549,T-Roc,2020,2487,Manual,1608,Petrol,6.4,1.5,VW
4929,Aygo,2019,969,Manual,161,Petrol,5.0,1,toyota
9708,Focus,2013,579,Manual,111846,Diesel,4.2,1.6,ford
3494,Q5,2019,3349,Automatic,16,Diesel,7.2,2,Audi
8508,A4,2016,1147,Automatic,192928,Diesel,4.4,2,Audi
4102,Astra,2017,915,Manual,48988,Diesel,3.6,1.6,vauxhall
1140,1 Series,2015,1472,Manual,41263,Diesel,4.5,2,BMW
7639,Fiesta,2016,1045,Automatic,16480,Petrol,5.9,1.6,ford
6015,Astra,2019,1279,Automatic,40953,Petrol,5.5,1.4,vauxhall
303,I10,2017,660,Manual,42200,Petrol,4.7,1,hyundi
2738,Focus,2018,1339,Manual,47846,Petrol,4.8,1,ford
13843,Touareg,2018,3756,Automatic,19782,Diesel,8.2,3,VW
12078,Sharan,2015,1421,Automatic,103709,Diesel,5.9,2,VW
2639,GLC Class,2019,4332,Semi-Auto,18189,Diesel,7.0,2,merc
11608,Fiesta,2018,1217,Manual,13110,Petrol,4.3,1,ford
2249,Focus,2018,1471,Manual,15611,Petrol,4.9,1,ford
12695,A Class,2019,2434,Automatic,11177,Petrol,9.9,1.3,merc
5820,X5,2019,5466,Semi-Auto,26,Diesel,7.5,3,BMW
12253,Focus,2019,1751,Automatic,11286,Diesel,4.4,2,ford
5159,5 Series,2019,2740,Automatic,12591,Petrol,5.6,2,BMW
7850,Fiesta,2019,1177,Manual,12522,Petrol,5.1,1.1,ford
1917,Yaris,2016,1197,Automatic,40234,Hybrid,3.6,1.5,toyota
11893,Sharan,2019,2233,Manual,15950,Petrol,8.0,1.4,VW
3942,Focus,2018,2131,Manual,11462,Petrol,6.8,2,ford
4396,Aygo,2018,944,Manual,13259,Petrol,5.0,1,toyota
6873,E Class,2018,3471,Semi-Auto,29501,Diesel,6.8,3,merc
3683,Astra,2019,1370,Manual,17864,Petrol,5.9,1.4,vauxhall
1240,A Class,2019,1370,Semi-Auto,48602,Diesel,4.2,1.5,merc
6753,1 Series,2019,2482,Manual,9323,Petrol,6.8,1.5,BMW
14992,Jetta,2017,1065,Manual,25587,Diesel,4.2,2,VW
6211,Prius,2018,2233,Automatic,28968,Hybrid,3.3,1.8,toyota
152,Focus,2016,1167,Manual,48119,Diesel,3.8,1.5,ford
2589,C-MAX,2015,761,Manual,54650,Petrol,6.6,1.6,ford
6393,Avensis,2017,1467,Manual,15005,Petrol,6.0,1.8,toyota
4173,Kuga,2015,1218,Semi-Auto,54769,Diesel,5.4,2,ford
3380,Q3,2019,2728,Semi-Auto,21692,Diesel,5.8,2,Audi
11695,Tiguan,2016,1771,Automatic,44815,Diesel,5.7,2,VW
2685,Yaris,2019,1624,Manual,1262,Petrol,5.9,1.5,toyota
4371,Astra,2020,1694,Manual,16,Petrol,5.2,1.2,vauxhall
4245,CLS Class,2017,2334,Semi-Auto,34147,Diesel,5.0,2.1,merc
3947,Kona,2019,1789,Manual,5832,Petrol,6.4,1,hyundi
2813,Yaris,2015,710,Manual,37015,Petrol,4.9,1.3,toyota
14129,Touran,2016,1573,Manual,76767,Diesel,4.4,2,VW
21,T-Roc,2020,2202,Manual,4023,Petrol,6.4,1,VW
2705,Corsa,2018,895,Manual,2755,Petrol,6.5,1.4,vauxhall
5970,Fabia,2010,127,Manual,233786,Diesel,5.1,1.4,skoda
1381,Focus,2019,1726,Manual,7918,Diesel,3.5,1.5,ford
4149,Fiesta,2018,1091,Manual,24010,Petrol,4.3,1,ford
1291,Tucson,2017,1599,Semi-Auto,30597,Diesel,4.9,1.7,hyundi
12852,C Class,2019,2005,Automatic,20114,Petrol,6.1,1.5,merc
9610,E Class,2015,1451,Automatic,77707,Diesel,4.8,2.1,merc
5811,Kuga,2017,1776,Manual,17888,Diesel,5.2,2,ford
6775,Mokka,2016,913,Manual,30582,Diesel,4.1,1.6,vauxhall
6912,Focus,2016,918,Manual,70747,Diesel,3.8,1.5,ford
6327,A5,2019,2665,Manual,12233,Petrol,7.5,2,Audi
13060,Scirocco,2014,1166,Semi-Auto,91216,Diesel,5.6,2,VW
1773,Fabia,2017,1116,Semi-Auto,21166,Petrol,4.7,1.2,skoda
5703,A1,2019,2283,Semi-Auto,14082,Petrol,6.9,2,Audi
1679,EcoSport,2017,1033,Manual,37008,Petrol,5.4,1,ford
10756,Zafira,2015,938,Manual,45116,Petrol,6.7,1.4,vauxhall
9301,A5,2016,2181,Automatic,19309,Diesel,5.5,2,Audi
9010,Polo,2017,1106,Manual,22621,Petrol,4.7,1.2,VW
10345,A3,2015,1167,Manual,60701,Petrol,4.8,1.4,Audi
11464,Adam,2016,793,Manual,43613,Petrol,5.3,1.2,vauxhall
4674,Kuga,2018,1710,Manual,24245,Petrol,6.2,1.5,ford
12526,Insignia,2019,1878,Manual,22614,Diesel,5.7,2,vauxhall
2662,Octavia,2016,1015,Semi-Auto,93263,Diesel,3.8,1.6,skoda
5412,Focus,2018,1345,Manual,11265,Petrol,4.9,1,ford
2463,Octavia,2017,1390,Semi-Auto,26921,Petrol,5.0,1.4,skoda
10430,A Class,2016,1614,Automatic,50342,Diesel,4.1,2.1,merc
99,C Class,2019,3086,Automatic,4828,Petrol,6.1,1.5,merc
6819,Polo,2016,1167,Automatic,32187,Petrol,4.7,1.2,VW
4193,Astra,2019,1166,Manual,18945,Petrol,5.4,1.4,vauxhall
2711,Golf,2019,2233,Manual,23,Diesel,4.9,1.6,VW
12671,Focus,2017,1066,Manual,47413,Petrol,4.7,1,ford
9771,A3,2010,657,Manual,80467,Petrol,5.8,1.4,Audi
5380,X3,2019,3598,Semi-Auto,14309,Diesel,5.2,2,BMW
5444,E Class,2019,4309,Automatic,241,Petrol,8.9,3,merc
2839,GLC Class,2016,2840,Semi-Auto,12741,Diesel,5.0,2.1,merc
1575,Corsa,2015,670,Manual,42788,Petrol,5.2,1.4,vauxhall
1034,Galaxy,2017,1522,Manual,81376,Diesel,5.0,2,ford
6502,Passat,2011,710,Manual,125046,Diesel,4.6,2,VW
6864,Focus,2017,1147,Manual,36178,Diesel,3.8,1.5,ford
6991,A Class,2019,2487,Semi-Auto,13023,Diesel,4.5,1.5,merc
120,Octavia,2019,1288,Manual,22339,Petrol,4.7,1,skoda
2529,Corsa,2017,1035,Automatic,28432,Petrol,5.9,1.4,vauxhall
14307,Touran,2017,1827,Manual,33997,Petrol,5.7,1.4,VW
9292,Mokka X,2019,1421,Manual,14341,Petrol,7.2,1.4,vauxhall
7545,Mokka X,2019,2385,Automatic,4023,Diesel,6.0,1.6,vauxhall
2659,Yaris,2017,1010,Manual,12052,Petrol,4.8,1.5,toyota
2086,Tucson,2015,1055,Manual,90968,Diesel,4.6,1.7,hyundi
5645,A Class,2020,2841,Semi-Auto,1122,Petrol,5.3,1.3,merc
5881,E Class,2019,5381,Automatic,5856,Petrol,8.9,3,merc
5103,Scala,2019,1624,Manual,7303,Petrol,5.7,1,skoda
259,GL Class,2016,3553,Semi-Auto,52667,Diesel,7.8,3,merc
672,Superb,2016,1218,Manual,69474,Diesel,4.1,2,skoda
7752,Focus,2016,1426,Manual,30734,Diesel,4.2,2,ford
2925,Yaris,2014,1040,Automatic,38391,Hybrid,3.7,1.5,toyota
7897,C Class,2015,1827,Semi-Auto,46360,Diesel,4.7,2.1,merc
7375,6 Series,2015,3246,Automatic,61974,Petrol,9.9,4.4,BMW
10105,3 Series,2016,1147,Automatic,117768,Diesel,4.0,2,BMW
7555,C Class,2019,2944,Semi-Auto,7947,Diesel,4.6,2,merc
861,Focus,2017,964,Manual,57695,Petrol,4.6,1,ford
8206,A6,2013,1466,Automatic,94951,Diesel,5.1,2,Audi
1310,TT,2016,1654,Manual,36527,Diesel,4.5,2,Audi
10531,Tiguan,2019,3045,Semi-Auto,2314,Diesel,6.2,2,VW
4151,Golf,2018,2436,Manual,26821,Petrol,7.9,2,VW
7722,Mokka X,2018,1258,Manual,27629,Petrol,6.0,1.4,vauxhall
2973,Golf,2017,1441,Semi-Auto,45099,Petrol,5.3,1.4,VW
1364,2 Series,2016,1216,Manual,41986,Petrol,5.1,1.5,BMW
6555,Hilux,2018,2334,Manual,19851,Diesel,7.0,2.4,toyota
9862,Polo,2017,1033,Manual,32283,Petrol,4.7,1.2,VW
3046,Auris,2016,1573,Automatic,49093,Hybrid,3.6,1.8,toyota
3776,Aygo,2015,660,Manual,34216,Petrol,4.1,1,toyota
10720,Focus,2017,1721,Manual,42068,Petrol,6.8,2,ford
3681,Aygo,2019,1045,Manual,4611,Petrol,4.9,1,toyota
3719,A1,2020,2487,Semi-Auto,6437,Petrol,6.3,1.5,Audi
10011,X1,2013,776,Manual,107826,Diesel,5.5,2,BMW
4639,Tucson,2018,1391,Manual,41259,Petrol,8.0,1.6,hyundi
4374,Superb,2019,2081,Semi-Auto,15200,Petrol,7.7,1.5,skoda
875,Q5,2020,3947,Semi-Auto,3196,Diesel,7.4,2,Audi
3457,Golf,2014,1015,Semi-Auto,62764,Petrol,5.0,1.4,VW
2083,A3,2015,812,Manual,147362,Diesel,4.0,1.6,Audi
2121,Yaris,2016,1147,Automatic,48169,Hybrid,3.3,1.5,toyota
4959,Golf,2016,1066,Manual,153113,Diesel,4.8,2,VW
1991,Tucson,2017,1807,Manual,40510,Diesel,4.8,2,hyundi
7209,Mokka,2018,1289,Manual,11869,Petrol,7.2,1.4,vauxhall
6958,Q3,2019,2974,Manual,2840,Petrol,7.1,1.5,Audi
3941,Aygo,2016,761,Manual,15405,Petrol,4.1,1,toyota
6917,EcoSport,2014,761,Manual,37015,Petrol,5.3,1,ford
9763,Polo,2016,964,Manual,41843,Petrol,4.7,1.2,VW
10683,Galaxy,2016,1957,Manual,39744,Petrol,6.5,1.5,ford
4812,CL Class,2019,2624,Semi-Auto,22383,Diesel,5.5,2.2,merc
5266,X3,2019,4060,Semi-Auto,6066,Petrol,8.2,3,BMW
6638,2 Series,2019,2394,Semi-Auto,8243,Petrol,5.6,2,BMW
6050,E Class,2018,3146,Semi-Auto,14544,Diesel,5.5,3,merc
1482,Octavia,2018,1726,Manual,48961,Diesel,4.5,2,skoda
13477,Combo Life,2019,1562,Manual,14013,Diesel,5.3,1.5,vauxhall
3128,Q2,2019,2155,Manual,16853,Petrol,6.4,1,Audi
4126,Golf,2018,1563,Semi-Auto,45533,Petrol,5.1,1.4,VW
2261,Kona,2018,1167,Manual,23804,Petrol,5.2,1,hyundi
3521,Astra,2016,913,Manual,67914,Petrol,5.5,1.4,vauxhall
1668,Q3,2017,1979,Manual,32364,Petrol,5.5,1.4,Audi
982,Focus,2019,2588,Manual,4846,Petrol,8.2,2.3,ford
15289,Fiesta,2017,760,Manual,46822,Petrol,4.3,1,ford
2085,Fiesta,2018,1152,Manual,33513,Petrol,4.3,1,ford
11257,Adam,2017,761,Manual,33136,Petrol,5.3,1.2,vauxhall
8670,Focus,2018,1603,Manual,74490,Petrol,6.8,2,ford
1801,IX20,2017,984,Manual,22236,Petrol,5.6,1.4,hyundi
3671,1 Series,2017,1324,Manual,33001,Diesel,4.1,2,BMW
6119,Astra,2016,953,Manual,47883,Petrol,5.5,1.4,vauxhall
10398,Fiesta,2019,1515,Manual,17036,Petrol,5.1,1,ford
2099,Golf,2019,1828,Semi-Auto,24690,Petrol,6.0,1.5,VW
9620,Mokka X,2017,1116,Manual,54718,Petrol,6.0,1.4,vauxhall
4003,C-MAX,2016,964,Semi-Auto,33901,Diesel,4.4,1.5,ford
9098,Mokka X,2017,1169,Automatic,54460,Petrol,6.5,1.4,vauxhall
8497,A4,2019,2710,Automatic,7401,Petrol,7.3,2,Audi
5966,C-HR,2018,1694,Manual,26440,Petrol,47.1,1.2,toyota
17564,Fiesta,2017,843,Manual,46264,Petrol,4.3,1,ford
2368,Q3,2019,2842,Manual,8047,Diesel,6.6,2,Audi
6780,Mokka,2014,659,Manual,113833,Diesel,4.7,1.7,vauxhall
13073,Fiesta,2019,1578,Manual,12165,Petrol,5.1,1,ford
13052,CLA Class,2020,2994,Automatic,1931,Petrol,6.4,1.3,merc
1481,Yaris,2016,1146,Automatic,45239,Hybrid,3.3,1.5,toyota
7918,GLE Class,2019,5684,Semi-Auto,14154,Diesel,8.7,3,merc
6558,T-Cross,2019,1776,Manual,8047,Petrol,5.9,1,VW
527,Ka+,2019,1010,Manual,1458,Petrol,6.5,1.2,ford
3983,E Class,2019,2594,Semi-Auto,16937,Diesel,3.9,2,merc
11892,Sharan,2020,2233,Manual,1193,Diesel,6.5,2,VW
477,Octavia,2020,2119,Semi-Auto,1440,Petrol,6.2,1.5,skoda
5160,Aygo,2013,504,Manual,62764,Petrol,4.3,1,toyota
16997,EcoSport,2017,1100,Automatic,16275,Petrol,6.3,1.5,ford
3600,Fiesta,2017,872,Manual,27491,Petrol,4.4,1.1,ford
2570,Fiesta,2016,736,Manual,36114,Petrol,5.2,1.2,ford
3383,Grand Tourneo Connect,2016,1234,Automatic,72787,Diesel,5.0,1.5,ford
14304,Touran,2017,1776,Semi-Auto,49890,Diesel,4.3,1.6,VW
3966,Astra,2016,811,Manual,95876,Petrol,4.4,1,vauxhall
273,Fiesta,2017,863,Manual,52365,Petrol,4.3,1,ford
17498,Fiesta,2018,903,Manual,86105,Petrol,4.3,1,ford
9881,EcoSport,2017,944,Semi-Auto,100024,Petrol,6.3,1.5,ford
6057,Astra,2019,1268,Manual,10261,Petrol,5.8,1,vauxhall
9957,C Class,2016,1624,Manual,64176,Diesel,4.3,1.6,merc
1818,2 Series,2016,1557,Manual,60878,Petrol,6.6,2,BMW
7617,A5,2019,2786,Automatic,2414,Petrol,7.1,2,Audi
112,T-Roc,2019,2208,Manual,13398,Diesel,5.6,1.6,VW
827,A Class,2019,1989,Manual,22519,Petrol,9.9,1.3,merc
10907,S-MAX,2016,1746,Semi-Auto,40763,Diesel,5.4,2,ford
1946,Q5,2019,3095,Semi-Auto,10461,Diesel,7.4,2,Audi
2343,A Class,2019,2079,Semi-Auto,5715,Petrol,9.9,1.3,merc
2743,IX35,2015,994,Manual,87027,Diesel,5.5,2,hyundi
5745,Passat,2016,1116,Manual,72755,Diesel,4.1,2,VW
4651,Fiesta,2017,980,Manual,30019,Petrol,4.3,1,ford
11086,Tiguan,2017,1826,Manual,25442,Petrol,5.8,1.4,VW
1810,X5,2016,3206,Automatic,12324,Diesel,6.0,3,BMW
6056,X6,2019,6728,Semi-Auto,4361,Petrol,10.7,3,BMW
4285,Karoq,2018,1532,Manual,31797,Petrol,5.3,1,skoda
5075,Q7,2018,7409,Automatic,21264,Diesel,7.6,4,Audi
885,Q2,2019,2436,Automatic,12786,Diesel,5.9,1.6,Audi
313,Kodiaq,2017,1979,Automatic,28942,Diesel,5.0,2,skoda
2625,Yeti Outdoor,2016,964,Manual,85958,Diesel,4.5,2,skoda
2761,4 Series,2020,2616,Semi-Auto,19,Diesel,4.3,2,BMW
10859,C Class,2017,2942,Automatic,27719,Petrol,7.8,3,merc
4718,Astra,2020,1522,Manual,161,Petrol,5.2,1.2,vauxhall
1864,I30,2017,1027,Manual,52736,Diesel,3.8,1.6,hyundi
3682,Q5,2014,1745,Automatic,93873,Diesel,6.4,3,Audi
3166,Corsa,2019,1010,Manual,9656,Petrol,6.5,1.4,vauxhall
1195,Fabia,2017,1015,Manual,44229,Petrol,4.7,1.2,skoda
5624,X5,2019,5379,Automatic,16,Diesel,7.5,3,BMW
5770,Tourneo Custom,2019,2172,Manual,4447,Diesel,8.0,2,ford
5662,C-HR,2018,2435,Automatic,8851,Hybrid,3.8,1.8,toyota
16682,C-MAX,2017,1218,Manual,22531,Petrol,5.1,1,ford
1685,A3,2019,2120,Semi-Auto,20809,Petrol,6.7,1.5,Audi
1845,Corsa,2018,862,Manual,24954,Petrol,5.1,1.4,vauxhall
12327,Kuga,2015,1137,Manual,47976,Diesel,4.7,2,ford
4848,B-MAX,2017,981,Semi-Auto,12342,Petrol,6.4,1.6,ford
7829,Mokka X,2017,1248,Semi-Auto,38104,Petrol,6.5,1.4,vauxhall
9978,Polo,2019,1604,Manual,2,Petrol,5.4,1,VW
4426,EcoSport,2018,1264,Manual,14341,Petrol,5.2,1,ford
8510,Polo,2018,1127,Manual,16959,Petrol,4.7,1,VW
3442,A3,2017,1997,Semi-Auto,24721,Petrol,5.0,1.5,Audi
2799,GLC Class,2019,3195,Semi-Auto,21638,Diesel,6.8,2.1,merc
5268,A4,2019,4420,Semi-Auto,10202,Diesel,7.2,3,Audi
11402,Tiguan,2019,3147,Semi-Auto,5514,Diesel,7.1,2,VW
5009,Aygo,2017,853,Manual,18102,Petrol,4.1,1,toyota
9559,Polo,2013,609,Manual,90292,Petrol,5.5,1.2,VW
4217,Astra,2017,1117,Semi-Auto,9225,Petrol,5.5,1.4,vauxhall
1006,Golf,2017,2080,Semi-Auto,37317,Hybrid,1.7,1.4,VW
12532,Insignia,2018,1462,Manual,34087,Petrol,6.0,1.5,vauxhall
17426,Mondeo,2016,862,Manual,140656,Diesel,4.1,2,ford
5035,C Class,2017,1694,Semi-Auto,48600,Diesel,4.4,2.1,merc
5013,Kodiaq,2019,3248,Automatic,6124,Petrol,9.0,2,skoda
173,T-Roc,2018,1726,Manual,22624,Petrol,6.4,1,VW
417,T-Roc,2019,1979,Manual,6046,Diesel,5.6,1.6,VW
2400,Golf,2019,2080,Automatic,161,Petrol,6.2,1.5,VW
10883,A Class,2016,1604,Manual,31912,Diesel,4.1,1.5,merc
2731,Q3,2020,2811,Manual,1593,Diesel,6.6,2,Audi
2580,Ioniq,2018,1908,Automatic,17968,Hybrid,3.6,1.6,hyundi
9368,Polo,2009,436,Manual,33796,Petrol,6.5,1.4,VW
10881,A Class,2017,1675,Manual,30528,Petrol,5.5,1.6,merc
4499,Astra,2020,1623,Manual,1141,Petrol,5.2,1.2,vauxhall
2448,C Class,2015,1286,Manual,71006,Diesel,4.0,2.1,merc
8809,Mokka X,2019,1467,Manual,12297,Petrol,7.2,1.4,vauxhall
10826,Puma,2020,2436,Manual,1830,Petrol,5.6,1,ford
1204,C Class,2019,3531,Semi-Auto,8526,Diesel,4.9,2,merc
5338,Golf,2016,1623,Automatic,22531,Petrol,4.8,1.4,VW
8627,Polo,2014,688,Manual,54775,Petrol,5.9,1.4,VW
13513,Touareg,2018,2913,Automatic,30817,Diesel,6.6,3,VW
3519,Astra,2017,1015,Semi-Auto,48666,Petrol,5.6,1.4,vauxhall
4531,E Class,2018,3247,Automatic,15273,Diesel,4.0,2,merc
711,I10,2020,1319,Manual,7322,Petrol,5.5,1.2,hyundi
10423,X1,2018,2284,Automatic,30679,Petrol,6.3,2,BMW
5957,GLC Class,2019,3978,Semi-Auto,6976,Diesel,6.5,2,merc
1991,Fiesta,2019,1147,Manual,21800,Petrol,4.8,1,ford
1844,CL Class,2017,1768,Manual,51315,Diesel,4.2,2.1,merc
451,1 Series,2019,2304,Semi-Auto,23854,Diesel,4.7,2,BMW
2520,Golf,2015,1268,Manual,28791,Petrol,5.3,1.4,VW
1735,Tucson,2016,1268,Manual,41677,Diesel,4.6,1.7,hyundi
9353,4 Series,2016,1634,Manual,60645,Diesel,4.5,2,BMW
11547,Kuga,2019,2030,Manual,6669,Petrol,8.0,1.5,ford
492,RAV4,2017,1929,Automatic,25749,Petrol,6.5,2,toyota
10718,E Class,2017,2061,Automatic,37303,Diesel,4.6,2,merc
1484,Golf,2016,1309,Manual,36223,Petrol,5.3,1.4,VW
8533,Mokka X,2017,1198,Manual,35768,Petrol,6.0,1.4,vauxhall
3093,I20,2018,863,Manual,46668,Petrol,5.1,1.2,hyundi
13326,Beetle,2016,1400,Manual,80691,Petrol,5.8,1.4,VW
8135,1 Series,2015,998,Manual,88543,Diesel,4.3,2,BMW
1305,Octavia,2018,1421,Manual,20828,Petrol,5.0,1.5,skoda
3736,Aygo,2015,657,Manual,62806,Petrol,4.1,1,toyota
7210,Polo,2015,913,Manual,39410,Petrol,4.7,1.2,VW
1058,Yeti Outdoor,2017,1269,Manual,27626,Diesel,4.5,2,skoda
8840,Fiesta,2019,1522,Manual,82,Petrol,4.8,1,ford
9824,Polo,2016,862,Manual,81711,Petrol,4.7,1.2,VW
8355,A3,2015,1522,Automatic,61889,Petrol,4.9,1.4,Audi
5998,3 Series,2017,1573,Semi-Auto,76043,Diesel,4.4,2,BMW
8803,3 Series,2018,1928,Automatic,69149,Petrol,5.8,2,BMW
4088,Golf,2018,1603,Manual,20361,Diesel,5.1,1.6,VW
4498,Superb,2019,2537,Semi-Auto,16974,Diesel,4.5,2,skoda
5355,Fiesta,2017,892,Manual,23171,Petrol,4.3,1,ford
5674,C-HR,2017,2131,Automatic,28480,Hybrid,3.8,1.8,toyota
3510,Kuga,2017,1512,Manual,33566,Diesel,5.2,2,ford
873,A Class,2019,2135,Automatic,5095,Petrol,5.9,1.3,merc
2024,I10,2014,589,Manual,31257,Petrol,4.9,1.2,hyundi
600,Corsa,2016,758,Manual,37617,Petrol,5.1,1.4,vauxhall
10761,X1,2016,1746,Automatic,55955,Diesel,4.9,2,BMW
10173,RS3,2015,2821,Automatic,43452,Petrol,8.1,2.5,Audi
7264,X1,2017,2100,Automatic,30764,Diesel,4.9,2,BMW
2217,Golf,2019,2029,Manual,18,Diesel,4.9,1.6,VW
9508,C Class,2017,1471,Automatic,106976,Diesel,4.4,2.1,merc
4451,Fabia,2017,608,Manual,75457,Petrol,4.7,1,skoda
9023,Fiesta,2018,1320,Manual,24792,Petrol,4.3,1,ford
6913,C Class,2017,2274,Semi-Auto,32036,Petrol,6.5,2,merc
4952,E Class,2019,2840,Semi-Auto,22491,Diesel,4.3,2,merc
1803,Corsa,2019,994,Manual,14980,Petrol,6.5,1.4,vauxhall
5680,A6,2019,3552,Semi-Auto,32,Diesel,5.9,2,Audi
12423,Insignia,2019,2233,Automatic,26821,Petrol,6.2,1.5,vauxhall
205,A6,2019,4617,Automatic,5216,Diesel,7.2,3,Audi
3904,Fabia,2019,1193,Manual,21914,Petrol,4.6,1,skoda
3145,Auris,2017,1606,Automatic,37539,Hybrid,4.0,1.8,toyota
1686,Yaris,2019,1330,Manual,4500,Petrol,5.9,1.5,toyota
378,Octavia,2016,1575,Semi-Auto,49468,Diesel,5.0,2,skoda
14876,Tiguan Allspace,2019,3044,Semi-Auto,10485,Petrol,7.9,1.5,VW
271,A4,2019,3297,Automatic,16,Diesel,5.6,2,Audi
8972,Mondeo,2019,2081,Manual,39,Diesel,4.3,2,ford
2145,EcoSport,2015,832,Manual,37691,Petrol,5.3,1,ford
12566,A Class,2019,2436,Automatic,9656,Petrol,5.3,1.3,merc
3681,Golf,2018,1542,Manual,55934,Diesel,4.6,1.6,VW
13984,Arteon,2019,2537,Semi-Auto,9345,Diesel,6.4,2,VW
3291,5 Series,2020,3436,Semi-Auto,166,Hybrid,6.3,2,BMW
8516,Q3,2019,2837,Manual,195,Diesel,6.6,2,Audi
5112,3 Series,2018,2182,Semi-Auto,37015,Diesel,4.5,2,BMW
1910,Focus,2015,964,Manual,37953,Petrol,4.7,1,ford
7574,Mokka X,2017,1421,Semi-Auto,29768,Petrol,6.5,1.4,vauxhall
9049,A Class,2018,1781,Semi-Auto,26266,Diesel,4.1,2.1,merc
12761,Up,2017,812,Manual,30207,Petrol,4.4,1,VW
